,Nama_Produk,Akun,Ulasan,rate,Ulasan_tokenize,Ulasan_normalized,Ulasan_stop_removed	,Ulasan_Stemmed,Ulasan_clean
403,Masker Oncare Premium KN95 Pro Plus Premium Korea 5Ply isi 10Pcs - ONCR PLUS Black,dasep,Warna nya di kirim hitam semua 😌😌,4,"['Warna', 'nya', 'di', 'kirim', 'hitam', 'semua', '😌😌']","['Warna', 'nya', 'di', 'kirim', 'hitam', 'semua', '😌😌']","['Warna', 'nya', 'di', 'kirim', 'hitam', 'semua', '😌😌']","['Warna', 'nya', 'di', 'kirim', 'hitam', 'semua', '😌😌']",Warna nya di kirim hitam semua 😌😌
404,Masker Oncare Premium KN95 Pro Plus Premium Korea 5Ply isi 10Pcs - ONCR PLUS Black,F***y,"pengiriman cepar, packing oklah, produk baik",5,"['pengiriman', 'cepar', ',', 'packing', 'oklah', ',', 'produk', 'baik']","['pengiriman', 'cepar', ',', 'packing', 'oklah', ',', 'produk', 'baik']","['pengiriman', 'cepar', 'packing', 'oklah', 'produk', 'baik']","['pengiriman', 'cepar', 'packing', 'oklah', 'produk', 'baik']",pengiriman cepar packing oklah produk baik
405,Masker Oncare Premium KN95 Pro Plus Premium Korea 5Ply isi 10Pcs - ONCR PLUS Black,Brenda,"Ini payment dr hari sabtu selasa baru bilang stocknya abis, gimana sih??",1,"['Ini', 'payment', 'dr', 'hari', 'sabtu', 'selasa', 'baru', 'bilang', 'stocknya', 'abis', ',', 'gimana', 'sih', '?', '?']","['Ini', 'payment', 'dr', 'hari', 'sabtu', 'selasa', 'baru', 'bilang', 'stocknya', 'abis', ',', 'gimana', 'sih', '?', '?']","['Ini', 'payment', 'dr', 'hari', 'sabtu', 'selasa', 'baru', 'bilang', 'stocknya', 'abis', 'gimana', 'sih']","['Ini', 'payment', 'dr', 'hari', 'sabtu', 'selasa', 'baru', 'bilang', 'stocknya', 'abis', 'gimana', 'sih']",Ini payment dr hari sabtu selasa baru bilang stocknya abis gimana sih
406,Masker Oncare Premium KN95 Pro Plus Premium Korea 5Ply isi 10Pcs - ONCR PLUS Black,Pieter,Sesuai pesanan,5,"['Sesuai', 'pesanan']","['Sesuai', 'pesanan']","['Sesuai', 'pesanan']","['Sesuai', 'pesanan']",Sesuai pesanan
407,Paket 2 Box M+ Surgical Mask Earloop 4 Ply - Masker Medis Isi 50 Pcs,Y***i,Sudah langganan nih. Tebel maskernya.,5,"['Sudah', 'langganan', 'nih', '.', 'Tebel', 'maskernya', '.']","['Sudah', 'langganan', 'nih', '.', 'Tebel', 'maskernya', '.']","['Sudah', 'langganan', 'nih', 'Tebel', 'maskernya']","['Sudah', 'langganan', 'nih', 'Tebel', 'maskernya']",Sudah langganan nih Tebel maskernya
408,Paket 2 Box M+ Surgical Mask Earloop 4 Ply - Masker Medis Isi 50 Pcs,Y***s,Packing makin rapih dibanding beli pertama kali! Masker favorit aku.,5,"['Packing', 'makin', 'rapih', 'dibanding', 'beli', 'pertama', 'kali', '!', 'Masker', 'favorit', 'aku', '.']","['Packing', 'makin', 'rapih', 'dibanding', 'beli', 'pertama', 'kali', '!', 'Masker', 'favorit', 'aku', '.']","['Packing', 'makin', 'rapih', 'beli', 'pertama', 'Masker', 'favorit']","['Packing', 'makin', 'rapih', 'beli', 'pertama', 'Masker', 'favorit']",Packing makin rapih beli pertama Masker favorit
409,Paket 2 Box M+ Surgical Mask Earloop 4 Ply - Masker Medis Isi 50 Pcs,Najmi,bagus,5,['bagus'],['bagus'],['bagus'],['bagus'],bagus
410,Paket 2 Box M+ Surgical Mask Earloop 4 Ply - Masker Medis Isi 50 Pcs,Metarina,"harusnya dikasi kardus lagi jadi kotak masker nya ga rusak, kayak gini kan ga enak diliat",3,"['harusnya', 'dikasi', 'kardus', 'lagi', 'jadi', 'kotak', 'masker', 'nya', 'ga', 'rusak', ',', 'kayak', 'gini', 'kan', 'ga', 'enak', 'diliat']","['harusnya', 'dikasi', 'kardus', 'lagi', 'jadi', 'kotak', 'masker', 'nya', 'ga', 'rusak', ',', 'kayak', 'gini', 'kan', 'ga', 'enak', 'diliat']","['harusnya', 'dikasi', 'kardus', 'lagi', 'jadi', 'kotak', 'masker', 'rusak', 'ga', 'enak', 'diliat']","['harusnya', 'dikasi', 'kardus', 'lagi', 'jadi', 'kotak', 'masker', 'rusak', 'ga', 'enak', 'diliat']",harusnya dikasi kardus lagi jadi kotak masker rusak ga enak diliat
411,Paket 2 Box M+ Surgical Mask Earloop 4 Ply - Masker Medis Isi 50 Pcs,N***g,sudah berkali kali beli masker ini...paling nyaman,5,"['sudah', 'berkali', 'kali', 'beli', 'masker', 'ini', '...', 'paling', 'nyaman']","['sudah', 'berkali', 'kali', 'beli', 'masker', 'ini', '...', 'paling', 'nyaman']","['berkali', 'beli', 'masker', 'nyaman']","['berkali', 'beli', 'masker', 'nyaman']",berkali beli masker nyaman
412,Paket 2 Box M+ Surgical Mask Earloop 4 Ply - Masker Medis Isi 50 Pcs,K***a,Ini pembelian yg kesekian kali. Pelayanan cukup memuaskan. Thx,5,"['Ini', 'pembelian', 'yg', 'kesekian', 'kali', '.', 'Pelayanan', 'cukup', 'memuaskan', '.', 'Thx']","['Ini', 'pembelian', 'yg', 'kesekian', 'kali', '.', 'Pelayanan', 'cukup', 'memuaskan', '.', 'Thx']","['Ini', 'pembelian', 'yg', 'kesekian', 'Pelayanan', 'cukup', 'memuaskan', 'Thx']","['Ini', 'pembelian', 'yg', 'kesekian', 'Pelayanan', 'cukup', 'memuaskan', 'Thx']",Ini pembelian yg kesekian Pelayanan cukup memuaskan Thx
413,Paket 2 Box M+ Surgical Mask Earloop 4 Ply - Masker Medis Isi 50 Pcs,Sri,Kurang soft,5,"['Kurang', 'soft']","['Kurang', 'soft']","['Kurang', 'soft']","['Kurang', 'soft']",Kurang soft
414,Paket 2 Box M+ Surgical Mask Earloop 4 Ply - Masker Medis Isi 50 Pcs,Herni,"Barang bagus, nyaman dipakai. Packing sangat rapi dan aman, dikasi hadiah, Tks ya seller, makin laris dan bertambah rejeki. Sukses selalu",5,"['Barang', 'bagus', ',', 'nyaman', 'dipakai', '.', 'Packing', 'sangat', 'rapi', 'dan', 'aman', ',', 'dikasi', 'hadiah', ',', 'Tks', 'ya', 'seller', ',', 'makin', 'laris', 'dan', 'bertambah', 'rejeki', '.', 'Sukses', 'selalu']","['Barang', 'bagus', ',', 'nyaman', 'dipakai', '.', 'Packing', 'sangat', 'rapi', 'dan', 'aman', ',', 'dikasi', 'hadiah', ',', 'Terima', 'kasih', 'ya', 'seller', ',', 'makin', 'laris', 'dan', 'bertambah', 'rejeki', '.', 'Sukses', 'selalu']","['Barang', 'bagus', 'nyaman', 'dipakai', 'Packing', 'rapi', 'aman', 'dikasi', 'hadiah', 'Terima', 'kasih', 'seller', 'makin', 'laris', 'bertambah', 'rejeki', 'Sukses']","['Barang', 'bagus', 'nyaman', 'dipakai', 'Packing', 'rapi', 'aman', 'dikasi', 'hadiah', 'Terima', 'kasih', 'seller', 'makin', 'laris', 'bertambah', 'rejeki', 'Sukses']",Barang bagus nyaman dipakai Packing rapi aman dikasi hadiah Terima kasih seller makin laris bertambah rejeki Sukses
415,Paket 2 Box M+ Surgical Mask Earloop 4 Ply - Masker Medis Isi 50 Pcs,BinLaden,mantap.,5,"['mantap', '.']","['mantap', '.']",['mantap'],['mantap'],mantap
416,Paket 2 Box M+ Surgical Mask Earloop 4 Ply - Masker Medis Isi 50 Pcs,Marcho,"gak tau perasaan sy aja atau memang masker kali ini rasanya agak sedikit tipis, gak seperti sebelum2nya agak tebal.",3,"['gak', 'tau', 'perasaan', 'sy', 'aja', 'atau', 'memang', 'masker', 'kali', 'ini', 'rasanya', 'agak', 'sedikit', 'tipis', ',', 'gak', 'seperti', 'sebelum2nya', 'agak', 'tebal', '.']","['gak', 'tau', 'perasaan', 'saya', 'aja', 'atau', 'memang', 'masker', 'kali', 'ini', 'rasanya', 'agak', 'sedikit', 'tipis', ',', 'gak', 'seperti', 'sebelumnya', 'agak', 'tebal', '.']","['gak', 'tau', 'perasaan', 'masker', 'rasanya', 'agak', 'sedikit', 'tipis', 'gak', 'sebelumnya', 'agak', 'tebal']","['gak', 'tau', 'perasaan', 'masker', 'rasanya', 'agak', 'sedikit', 'tipis', 'gak', 'sebelumnya', 'agak', 'tebal']",gak tau perasaan masker rasanya agak sedikit tipis gak sebelumnya agak tebal
417,Masker Surgical Medis 5 PLY Masker Seven 5PLY Kemenkes AKD isi 50 pcs - 7 5ply Green,henrayani,langanan,5,['langanan'],['langganan'],['langganan'],['langganan'],langganan
418,Masker Surgical Medis 5 PLY Masker Seven 5PLY Kemenkes AKD isi 50 pcs - 7 5ply Green,S***i,"Packing, handling dan pengiriman selalu ok. Produk berkualitas sesuai deskripsi, makanya selalu order di sini. highly recommended seller.tq.",5,"['Packing', ',', 'handling', 'dan', 'pengiriman', 'selalu', 'ok', '.', 'Produk', 'berkualitas', 'sesuai', 'deskripsi', ',', 'makanya', 'selalu', 'order', 'di', 'sini', '.', 'highly', 'recommended', 'seller.tq', '.']","['Packing', ',', 'handling', 'dan', 'pengiriman', 'selalu', 'ok', '.', 'Produk', 'berkualitas', 'sesuai', 'deskripsi', ',', 'makanya', 'selalu', 'order', 'di', 'sini', '.', 'highly', 'recommended', 'seller.', 'Terima', 'kasih', '.']","['Packing', 'handling', 'pengiriman', 'ok', 'Produk', 'berkualitas', 'sesuai', 'deskripsi', 'order', 'sini', 'highly', 'recommended', 'seller', 'Terima', 'kasih']","['Packing', 'handling', 'pengiriman', 'ok', 'Produk', 'berkualitas', 'sesuai', 'deskripsi', 'order', 'sini', 'highly', 'recommended', 'seller', 'Terima', 'kasih']",Packing handling pengiriman ok Produk berkualitas sesuai deskripsi order sini highly recommended seller Terima kasih
419,Masker Surgical Medis 5 PLY Masker Seven 5PLY Kemenkes AKD isi 50 pcs - 7 5ply Green,Roosmin,"bagus, sesuai pesanan",5,"['bagus', ',', 'sesuai', 'pesanan']","['bagus', ',', 'sesuai', 'pesanan']","['bagus', 'sesuai', 'pesanan']","['bagus', 'sesuai', 'pesanan']",bagus sesuai pesanan
420,Masker Surgical Medis 5 PLY Masker Seven 5PLY Kemenkes AKD isi 50 pcs - 7 5ply Green,T***o,"Produk bagus, paking aman, pengiriman super cepat.",5,"['Produk', 'bagus', ',', 'paking', 'aman', ',', 'pengiriman', 'super', 'cepat', '.']","['Produk', 'bagus', ',', 'paking', 'aman', ',', 'pengiriman', 'super', 'cepat', '.']","['Produk', 'bagus', 'paking', 'aman', 'pengiriman', 'super', 'cepat']","['Produk', 'bagus', 'paking', 'aman', 'pengiriman', 'super', 'cepat']",Produk bagus paking aman pengiriman super cepat
421,Masker Surgical Medis 5 PLY Masker Seven 5PLY Kemenkes AKD isi 50 pcs - 7 5ply Green,D***i,masker bagus dan sudah beberapa kali beli di toko ini.,5,"['masker', 'bagus', 'dan', 'sudah', 'beberapa', 'kali', 'beli', 'di', 'toko', 'ini', '.']","['masker', 'bagus', 'dan', 'sudah', 'beberapa', 'kali', 'beli', 'di', 'toko', 'ini', '.']","['masker', 'bagus', 'beberapa', 'kali', 'beli', 'toko']","['masker', 'bagus', 'beberapa', 'kali', 'beli', 'toko']",masker bagus beberapa kali beli toko
422,Masker Surgical Medis 5 PLY Masker Seven 5PLY Kemenkes AKD isi 50 pcs - 7 5ply Green,Lisa,Recommended...👍,5,"['Recommended', '...', '👍']","['Recommended', '...', '👍']","['Recommended', '👍']","['Recommended', '👍']",Recommended 👍
423,Masker Surgical Medis 5 PLY Masker Seven 5PLY Kemenkes AKD isi 50 pcs - 7 5ply Green,S***a,Terima kasih👍👍,5,"['Terima', 'kasih', '👍👍']","['Terima', 'kasih', '👍👍']","['Terima', 'kasih', '👍👍']","['Terima', 'kasih', '👍👍']",Terima kasih 👍👍
424,Masker Surgical Medis 5 PLY Masker Seven 5PLY Kemenkes AKD isi 50 pcs - 7 5ply Green,S***o,Maskernya bau..,1,"['Maskernya', 'bau', '..']","['Maskernya', 'bau', '..']","['Maskernya', 'bau']","['Maskernya', 'bau']",Maskernya bau
425,Masker Surgical Medis 5 PLY Masker Seven 5PLY Kemenkes AKD isi 50 pcs - 7 5ply Green,M***c,"proses packing cepat, masker tidak berbau, lembut",5,"['proses', 'packing', 'cepat', ',', 'masker', 'tidak', 'berbau', ',', 'lembut']","['proses', 'packing', 'cepat', ',', 'masker', 'tidak', 'berbau', ',', 'lembut']","['proses', 'packing', 'cepat', 'masker', 'berbau', 'lembut']","['proses', 'packing', 'cepat', 'masker', 'berbau', 'lembut']",proses packing cepat masker berbau lembut
426,Masker Surgical Medis 5 PLY Masker Seven 5PLY Kemenkes AKD isi 50 pcs - 7 5ply Green,F***o,barang sesuai deskripsi,5,"['barang', 'sesuai', 'deskripsi']","['barang', 'sesuai', 'deskripsi']","['barang', 'sesuai', 'deskripsi']","['barang', 'sesuai', 'deskripsi']",barang sesuai deskripsi
427,Kosmemask - 1 Box Isi 20 Masker Kosme KM95 Breathable Mask Nano Silver,megawati,"tdk seperti tampilan fotonya warnanya tdk di sebut,maksud hati mau putih knp yg dtg hitam 🤭🤭🤭",5,"['tdk', 'seperti', 'tampilan', 'fotonya', 'warnanya', 'tdk', 'di', 'sebut', ',', 'maksud', 'hati', 'mau', 'putih', 'knp', 'yg', 'dtg', 'hitam', '🤭🤭🤭']","['tidak', 'seperti', 'tampilan', 'fotonya', 'warnanya', 'tidak', 'disebut', ',', 'maksud', 'hati', 'mau', 'putih', 'kenapa', 'yang', 'datang', 'hitam', '🤭🤭🤭']","['tampilan', 'fotonya', 'warnanya', 'disebut', 'maksud', 'hati', 'putih', 'hitam']","['tampilan', 'fotonya', 'warnanya', 'disebut', 'maksud', 'hati', 'putih', 'hitam']",tampilan fotonya warnanya disebut maksud hati putih hitam
428,Kosmemask - 1 Box Isi 20 Masker Kosme KM95 Breathable Mask Nano Silver,Andi,Bagus Maskernya,5,"['Bagus', 'Maskernya']","['Bagus', 'Maskernya']","['Bagus', 'Maskernya']","['Bagus', 'Maskernya']",Bagus Maskernya
429,Kosmemask - 1 Box Isi 20 Masker Kosme KM95 Breathable Mask Nano Silver,Yusuf,Bagus gadak yg cacat maskernya,5,"['Bagus', 'gadak', 'yg', 'cacat', 'maskernya']","['Bagus', 'tidak', 'ada', 'yang', 'cacat', 'maskernya']","['Bagus', 'cacat', 'maskernya']","['Bagus', 'cacat', 'maskernya']",Bagus cacat maskernya
430,Kosmemask - 1 Box Isi 20 Masker Kosme KM95 Breathable Mask Nano Silver,F***h,pengiriman lama sudah pilih same day datengnya 2 setelah pengiriman,3,"['pengiriman', 'lama', 'sudah', 'pilih', 'same', 'day', 'datengnya', '2', 'setelah', 'pengiriman']","['pengiriman', 'lama', 'sudah', 'pilih', 'same', 'day', 'datangnya', '2', 'setelah', 'pengiriman']","['pengiriman', 'lama', 'pilih', 'day', 'datangnya', '2', 'pengiriman']","['pengiriman', 'lama', 'pilih', 'day', 'datangnya', '2', 'pengiriman']",pengiriman lama pilih day datangnya 2 pengiriman
431,Kosmemask - 1 Box Isi 20 Masker Kosme KM95 Breathable Mask Nano Silver,F***y,"Pengemasannya bagus, brg sampai dgn baik dan cepat 🫰🏻 Plg suka masker kosme km 95 ini, warna hitam lg 😁",5,"['Pengemasannya', 'bagus', ',', 'brg', 'sampai', 'dgn', 'baik', 'dan', 'cepat', '🫰🏻', 'Plg', 'suka', 'masker', 'kosme', 'km', '95', 'ini', ',', 'warna', 'hitam', 'lg', '😁']","['Pengemasannya', 'bagus', ',', 'barang', 'sampai', 'dengan', 'baik', 'dan', 'cepat', '🫰🏻', 'Paling', 'suka', 'masker', 'kosme', 'km', '95', 'ini', ',', 'warna', 'hitam', 'lagi', '😁']","['Pengemasannya', 'bagus', 'barang', 'baik', 'cepat', '🫰🏻', 'Paling', 'suka', 'masker', 'kosme', 'km', '95', 'warna', 'hitam', '😁']","['Pengemasannya', 'bagus', 'barang', 'baik', 'cepat', '🫰🏻', 'Paling', 'suka', 'masker', 'kosme', 'km', '95', 'warna', 'hitam', '😁']",Pengemasannya bagus barang baik cepat 🫰🏻 Paling suka masker kosme km 95 warna hitam 😁
432,Kosmemask - 1 Box Isi 20 Masker Kosme KM95 Breathable Mask Nano Silver,Yati,"Pesan tgl 21 Malam harusnya tiba tgl 22, baru terima hari ini karena dukirim ulang oleh team kurir",5,"['Pesan', 'tgl', '21', 'Malam', 'harusnya', 'tiba', 'tgl', '22', ',', 'baru', 'terima', 'hari', 'ini', 'karena', 'dukirim', 'ulang', 'oleh', 'team', 'kurir']","['Pesan', 'tanggal', '21', 'Malam', 'harusnya', 'tiba', 'tanggal', '22', ',', 'baru', 'terima', 'hari', 'ini', 'karena', 'dikirim', 'ulang', 'oleh', 'team', 'kurir']","['Pesan', 'tanggal', '21', 'Malam', 'tiba', 'tanggal', '22', 'terima', 'ini', 'dikirim', 'ulang', 'team', 'kurir']","['Pesan', 'tanggal', '21', 'Malam', 'tiba', 'tanggal', '22', 'terima', 'ini', 'dikirim', 'ulang', 'team', 'kurir']",Pesan tanggal 21 Malam tiba tanggal 22 terima ini dikirim ulang team kurir
433,Kosmemask - 1 Box Isi 20 Masker Kosme KM95 Breathable Mask Nano Silver,Farid,terbaik,5,['terbaik'],['terbaik'],['terbaik'],['terbaik'],terbaik
434,Kosmemask - 1 Box Isi 20 Masker Kosme KM95 Breathable Mask Nano Silver,L***a,"Works banget asli bagus,, jadi gausah beli2 konektor lagi kalo lagi mau pake kerudung , dan bagus nya kalo pake kacamata ga berembun karna nge press muka, good..",5,"['Works', 'banget', 'asli', 'bagus', ',', ',', 'jadi', 'gausah', 'beli2', 'konektor', 'lagi', 'kalo', 'lagi', 'mau', 'pake', 'kerudung', ',', 'dan', 'bagus', 'nya', 'kalo', 'pake', 'kacamata', 'ga', 'berembun', 'karna', 'nge', 'press', 'muka', ',', 'good', '..']","['Works', 'banget', 'asli', 'bagus', ',', ',', 'jadi', 'gausah', 'beli-beli', 'konektor', 'lagi', 'kalau', 'lagi', 'mau', 'pake', 'kerudung', ',', 'dan', 'bagus', 'nya', 'kalau', 'pake', 'kacamata', 'ga', 'berembun', 'karena', 'nge', 'press', 'muka', ',', 'good', '..']","['Works', 'banget', 'asli', 'bagus', 'gausah', 'beli-beli', 'konektor', 'lagi', 'mau', 'pake', 'kerudung', 'bagus', 'pake', 'kacamata', 'berembun', 'nge', 'press', 'muka', 'good', '..']","['Works', 'banget', 'asli', 'bagus', 'gausah', 'beli-beli', 'konektor', 'lagi', 'mau', 'pake', 'kerudung', 'bagus', 'pake', 'kacamata', 'berembun', 'nge', 'press', 'muka', 'good', '..']",Works banget asli bagus gausah beli-beli konektor lagi mau pake kerudung bagus pake kacamata berembun nge press muka good ..
435,Kosmemask - 1 Box Isi 20 Masker Kosme KM95 Breathable Mask Nano Silver,Rizki,pesanan sesuai dan packaging ok,5,"['pesanan', 'sesuai', 'dan', 'packaging', 'ok']","['pesanan', 'sesuai', 'dan', 'packaging', 'ok']","['pesanan', 'sesuai', 'packaging', 'ok']","['pesanan', 'sesuai', 'packaging', 'ok']",pesanan sesuai packaging ok
436,Kosmemask - 1 Box Isi 20 Masker Kosme KM95 Breathable Mask Nano Silver,F***e,sipppp👍🤩🤩🤩🤩🤩mantapppppp🥰🥰🥰🥰🥰🥰,5,"['sipppp', '👍🤩🤩🤩🤩🤩mantapppppp', '🥰🥰🥰🥰🥰🥰']","['sipppp', '👍🤩🤩🤩🤩🤩mantapppppp', '🥰🥰🥰🥰🥰🥰']","['sipppp', '👍🤩🤩🤩🤩🤩mantapppppp', '🥰🥰🥰🥰🥰🥰']","['sipppp', '👍🤩🤩🤩🤩🤩mantapppppp', '🥰🥰🥰🥰🥰🥰']",sipppp 👍🤩🤩🤩🤩🤩mantapppppp 🥰🥰🥰🥰🥰🥰
437,[ CAREION ] MASKER 3PLY EARLOOP PREMIUM WARNA NUDE ISI 50 PCS 3 PLY - BASICMEDS PUTIH,Diyo,brg bagus sesuai pesanan...joss,5,"['brg', 'bagus', 'sesuai', 'pesanan', '...', 'joss']","['barang', 'bagus', 'sesuai', 'pesanan', '...', 'joss']","['barang', 'bagus', 'sesuai', 'pesanan', 'joss']","['barang', 'bagus', 'sesuai', 'pesanan', 'joss']",barang bagus sesuai pesanan joss
438,[ CAREION ] MASKER 3PLY EARLOOP PREMIUM WARNA NUDE ISI 50 PCS 3 PLY - BASICMEDS PUTIH,Indra,"yaman, sip",5,"['yaman', ',', 'sip']","['yaman', ',', 'sip']","['yaman', 'sip']","['yaman', 'sip']",yaman sip
439,[ CAREION ] MASKER 3PLY EARLOOP PREMIUM WARNA NUDE ISI 50 PCS 3 PLY - BASICMEDS PUTIH,Ferry,Produk nya OK. Proses dan pengiriman cepat,5,"['Produk', 'nya', 'OK', '.', 'Proses', 'dan', 'pengiriman', 'cepat']","['Produk', 'nya', 'ok', '.', 'Proses', 'dan', 'pengiriman', 'cepat']","['Produk', 'ok', 'Proses', 'pengiriman', 'cepat']","['Produk', 'ok', 'Proses', 'pengiriman', 'cepat']",Produk ok Proses pengiriman cepat
440,[ CAREION ] MASKER 3PLY EARLOOP PREMIUM WARNA NUDE ISI 50 PCS 3 PLY - BASICMEDS PUTIH,Ali,Barang sesuai harapan packing rapih dan aman proses cepat,5,"['Barang', 'sesuai', 'harapan', 'packing', 'rapih', 'dan', 'aman', 'proses', 'cepat']","['Barang', 'sesuai', 'harapan', 'packing', 'rapih', 'dan', 'aman', 'proses', 'cepat']","['Barang', 'sesuai', 'harapan', 'packing', 'rapih', 'aman', 'proses', 'cepat']","['Barang', 'sesuai', 'harapan', 'packing', 'rapih', 'aman', 'proses', 'cepat']",Barang sesuai harapan packing rapih aman proses cepat
441,[ CAREION ] MASKER 3PLY EARLOOP PREMIUM WARNA NUDE ISI 50 PCS 3 PLY - BASICMEDS PUTIH,Sabam,mantaaaappp respon penjualnya & produk baguuuuusss,5,"['mantaaaappp', 'respon', 'penjualnya', '&', 'produk', 'baguuuuusss']","['mantaaaappp', 'respon', 'penjualnya', 'dan', 'produk', 'bagus']","['mantaaaappp', 'respon', 'penjualnya', 'produk', 'bagus']","['mantaaaappp', 'respon', 'penjualnya', 'produk', 'bagus']",mantaaaappp respon penjualnya produk bagus
442,[ CAREION ] MASKER 3PLY EARLOOP PREMIUM WARNA NUDE ISI 50 PCS 3 PLY - BASICMEDS PUTIH,Abetnico,"Order 3 Item, tpi dikirimkan hanya 2 Item",3,"['Order', '3', 'Item', ',', 'tpi', 'dikirimkan', 'hanya', '2', 'Item']","['Order', '3', 'Item', ',', 'tapi', 'dikirimkan', 'hanya', '2', 'Item']","['Order', '3', 'Item', 'dikirimkan', '2', 'Item']","['Order', '3', 'Item', 'dikirimkan', '2', 'Item']",Order 3 Item dikirimkan 2 Item
443,[ CAREION ] MASKER 3PLY EARLOOP PREMIUM WARNA NUDE ISI 50 PCS 3 PLY - BASICMEDS PUTIH,Dwi,Udah repeat order kesekian kalinya,5,"['Udah', 'repeat', 'order', 'kesekian', 'kalinya']","['Sudah', 'repeat', 'order', 'kesekian', 'kalinya']","['repeat', 'order', 'kesekian']","['repeat', 'order', 'kesekian']",repeat order kesekian
444,[ CAREION ] MASKER 3PLY EARLOOP PREMIUM WARNA NUDE ISI 50 PCS 3 PLY - BASICMEDS PUTIH,pratiwi,warna sesuai baguss,5,"['warna', 'sesuai', 'baguss']","['warna', 'sesuai', 'bagus']","['warna', 'sesuai', 'bagus']","['warna', 'sesuai', 'bagus']",warna sesuai bagus
445,[ CAREION ] MASKER 3PLY EARLOOP PREMIUM WARNA NUDE ISI 50 PCS 3 PLY - BASICMEDS PUTIH,V***a,"Pokoknya selalu langganan disini dr awal pandemi, mantap terimakasih",5,"['Pokoknya', 'selalu', 'langganan', 'disini', 'dr', 'awal', 'pandemi', ',', 'mantap', 'terimakasih']","['Pokoknya', 'selalu', 'langganan', 'di', 'sini', 'dari', 'awal', 'pandemi', ',', 'mantap', 'terima', 'kasih']","['Pokoknya', 'langganan', 'sini', 'awal', 'pandemi', 'mantap', 'terima', 'kasih']","['Pokoknya', 'langganan', 'sini', 'awal', 'pandemi', 'mantap', 'terima', 'kasih']",Pokoknya langganan sini awal pandemi mantap terima kasih
446,[ CAREION ] MASKER 3PLY EARLOOP PREMIUM WARNA NUDE ISI 50 PCS 3 PLY - BASICMEDS PUTIH,D***i,"Bagus, udah langganan warna ini mah",5,"['Bagus', ',', 'udah', 'langganan', 'warna', 'ini', 'mah']","['Bagus', ',', 'sudah', 'langganan', 'warna', 'ini', 'mah']","['Bagus', 'langganan', 'warna', 'mah']","['Bagus', 'langganan', 'warna', 'mah']",Bagus langganan warna mah
447,Masker Earloop Kn95 Kn 95 5 Ply 5Ply Cantol Hitam Black isi 10 pcs,Ahmad,"sipp cepat sampai,maskernya 4ply bukan 5ply,ya gpp lah masih bisa dipakai",5,"['sipp', 'cepat', 'sampai', ',', 'maskernya', '4ply', 'bukan', '5ply', ',', 'ya', 'gpp', 'lah', 'masih', 'bisa', 'dipakai']","['sipp', 'cepat', 'sampai', ',', 'maskernya', '4ply', 'bukan', '5ply', ',', 'ya', 'gpp', 'lah', 'masih', 'bisa', 'dipakai']","['sipp', 'cepat', 'sampai', 'maskernya', '4ply', '5ply', 'dipakai']","['sipp', 'cepat', 'sampai', 'maskernya', '4ply', '5ply', 'dipakai']",sipp cepat sampai maskernya 4ply 5ply dipakai
448,Masker Earloop Kn95 Kn 95 5 Ply 5Ply Cantol Hitam Black isi 10 pcs,peewee,murah memadai,5,"['murah', 'memadai']","['murah', 'memadai']","['murah', 'memadai']","['murah', 'memadai']",murah memadai
449,Masker Earloop Kn95 Kn 95 5 Ply 5Ply Cantol Hitam Black isi 10 pcs,d***y,pesanan ke 2 . belum di check in semua kualitasnya sama atau beda.. hehe fast respon yang penting mah..,5,"['pesanan', 'ke', '2', '.', 'belum', 'di', 'check', 'in', 'semua', 'kualitasnya', 'sama', 'atau', 'beda', '..', 'hehe', 'fast', 'respon', 'yang', 'penting', 'mah', '..']","['pesanan', 'ke', '2', '.', 'belum', 'di', 'check', 'in', 'semua', 'kualitasnya', 'sama', 'atau', 'beda', '..', 'hehe', 'fast', 'respon', 'yang', 'penting', 'mah', '..']","['pesanan', 'ke', '2', 'check', 'kualitasnya', 'sama', 'beda', 'hehe', 'fast', 'respon', 'penting', '..']","['pesanan', 'ke', '2', 'check', 'kualitasnya', 'sama', 'beda', 'hehe', 'fast', 'respon', 'penting', '..']",pesanan ke 2 check kualitasnya sama beda hehe fast respon penting ..
450,Masker Earloop Kn95 Kn 95 5 Ply 5Ply Cantol Hitam Black isi 10 pcs,T***o,"Walau tanpa kardus, tetep ok...",5,"['Walau', 'tanpa', 'kardus', ',', 'tetep', 'ok', '...']","['Walau', 'tanpa', 'kardus', ',', 'tetap', 'ok', '...']","['Walau', 'tanpa', 'kardus', 'ok', '...']","['Walau', 'tanpa', 'kardus', 'ok', '...']",Walau tanpa kardus ok ...
